label	CAN	CAN	CAN	CS	CS	CS	LAB	LAB	LAB	PN	PN	PN	REG	REG	REG	RIP	RIP	RIP	RL	RL	RL	ROT	ROT	ROT	RU	RU	RU	SYL	SYL	SYL	TRI	TRI	TRI
	14	15	16	29	30	31	8	9	10	23	24	25	38	39	40	17	18	19	26	27	28	20	21	22	35	36	37	11	12	13	32	33	34
97.58868	-1.5830095692898587	-1.9561498285260355	-1.209686315793419	-0.6845777707842681	-0.6340105146992804	-0.2672860676142365	-0.8209102167155656	-0.8328992360836108	-0.8898741554729628	0.9702247572220157	0.9332663717564349	0.8492995438253764	1.8917562083076649	1.8770201089329628	1.5417522040341118	-1.4085099286944363	-0.7596258905102357	-0.5226886914011163	-0.49828531567399803	-0.20092201306976679	-0.14707238422837896	-1.071957617097394	-0.2436091087080073	-0.77507038193768	1.2491392034954962	1.3817530298383798	1.0985124050712638	-1.240748334439594	-1.1381717103966327	-1.160340921525578	2.6540310131018487	1.572917935610214	2.0257331914662036
97.58879	-1.2144067522771604	-1.648913768303135	-0.7796866467010541	-0.16821859592379196	-0.10933503402916836	0.3177010234921451	-0.32697231601390064	-0.34093305303367577	-0.40727808442445523	1.7587332425835298	1.7156966701733065	1.6179206330226268	0.058922635272272254	0.07176685160244031	-0.3305418865352215	-1.0112088494619316	-0.2556091514946146	0.020294809072914363	1.9202978991159696	2.7754951173270945	2.420161083912287	-0.6193070457058357	0.345271902024455	-0.27359364852507323	-0.46814999067454127	-0.26095068183832815	-0.6414175757799532	-0.8158571340703896	-0.6964107282653411	-0.7222258943774249	-0.10400647792150662	-1.083175087675833	-0.7440634645666836
97.58889	0.6829090933954707	-0.9122627968561327	1.3204817121271528	1.4266981233090446	1.7973844467737423	1.8075194312301586	0.44078665620243695	0.9013633028271837	1.0904368292670201	2.1813966629122685	2.443332173060293	2.3145873811718225	-0.8745273227088701	-0.8645086238718194	-1.178316020392244	-1.7092473854982295	-1.1198672613468923	-0.9046576589997914	-0.8824921197518099	-0.612397603792732	-0.563486089462908	-1.4035575680270589	-0.6511702106784392	-1.1338954632124119	-1.2856525925481668	-1.124033742389176	-1.4208041431582985	1.6214413230391291	1.5695983120175632	1.3108076954162144	-1.0016146961161716	-1.765382228494221	-1.5008696154440806
97.58999	-1.5101555805530062	-1.9210491068384454	-1.0990605451700408	-0.520823015445702	-0.4651395086328167	-0.06131092807089817	-0.6709491893688795	-0.684151223517981	-0.7468907027305465	1.3014077120304037	1.2607099825469787	1.1682476304807068	1.6571163890226976	1.446360611204824	1.1747145818181233	-1.3180005640812718	-0.6034642898512512	-0.34255446079814866	-0.3156820211254371	0.01176765220933079	0.07106563289116101	-0.9473968496102029	-0.035238402000913764	-0.6204714108660093	-0.8044544963824293	1.0907145648869263	0.9418070282114127	-1.133265330258622	-1.020310295994172	-1.0447225246676082	2.5345797722353978	1.2940018412721355	1.9125970471543106
97.590205	1.03115073757595	-0.8760332914667163	-1.1502798506086165	1.5847201480924846	2.076593133750165	2.045584121133563	-0.717710062997103	-0.731049585601519	-0.7944424454966941	1.2751873324381535	1.2340657691804562	1.140640496868958	-0.34898637610862887	-0.33671369209276414	-0.7211207974439856	-1.3714999518667552	-0.6495223631013706	-0.3858953702409519	-0.3587430759504286	-0.027883280412401037	0.03203224054202197	-0.9970367009287305	-0.07537886447166793	-0.6667065994584507	-0.8526057192727652	-0.6546262100301689	-1.0181633732026603	1.641627954341209	2.1475817645291073	1.5863851964806082	-0.5046655917035707	-1.4402638903357132	-1.1162418021410065
97.59188	0.26256866823346625	-1.6061174842052444	0.7040425703582465	0.8129357975086456	1.072899168728374	1.4257505486805797	-0.17830856651545549	0.41935672991498985	0.3730269572278656	0.6816361388515553	0.6398963461704161	0.5450665004998246	0.6221415215564379	0.70744992061338	-1.3446848681290293	-2.004841946779475	-1.2720100092714808	-1.0044195979296577	-0.9768590908691298	0.7158768204135021	0.7777006713004009	-1.6247489439208633	-0.6892347278005881	-1.2894525967147963	-1.4781465593452976	-1.2771905884082535	-1.6461932386143812	1.009210785606362	1.4841680177251406	1.014381758793912	1.639453761906107	0.42198465473398755	1.062660879680453
98.34893	-1.2128356188057168	-1.600057284394105	-0.8254240531985064	-0.2804991881374034	-0.228023646726928	0.15254008955533463	-0.4219764891805007	-0.4344179449965228	-0.4935429593486864	1.4367515647728963	1.398398459678488	1.3112629277683312	3.2670915972467336	3.242175017158508	2.7685157248543706	-1.031750785948894	-0.35837944147445344	-0.11250080841918181	-0.08717650861197988	0.22140856220020969	0.2772903451361023	-0.6824978082053595	0.1771105593366051	-0.37440677046581616	-0.5477904629707901	-0.3631396782489962	-0.7022021535129394	-0.857658276922665	-0.7512106604321354	-0.7742164837000487	-0.2232749722634836	-1.0958852776820533	-0.7936775740604
98.35078	-1.2024587401882612	-1.57648376023762	-0.8282502919770526	-0.30189665091677526	-0.25120949373426	0.11638450149517589	-0.4385523576132666	-0.45056980440039296	-0.5076798182341586	1.3568296145959677	1.3197835963157307	1.235617672851232	3.5598770129764246	3.4028103916405605	2.927614073567856	-1.0275453397797614	-0.3771227188372703	-0.13962371289072725	-0.11516247379985156	0.1829059132623292	0.23688322610517212	-0.6901950218311758	0.1401176013427724	-0.39260383102716595	-0.5600785485558575	-0.3817207251299518	-0.7092278363756004	-0.8593859624369792	-0.7565661167767967	-0.7787878937942534	-0.24662265570519767	-1.0894941063083607	-0.7975857436024565
98.351215	-1.1829216902906776	-1.5918464983136678	-0.7737963386627156	-0.19832932419835872	-0.1429126143286396	0.25898109831594224	-0.3477361970827829	-0.36087497619361253	-0.423313851111876	1.6151705309663504	1.5746677969212777	1.4826484606473145	0.01543864947091728	3.702685183894453	3.142921494938606	-0.9916873480713922	-0.2805746386392303	-0.02091490945981721	0.005828776023899251	0.3317095364635069	0.39072340213736895	-0.6228593108844277	0.2849287028309774	-0.2975002732649568	-0.4806018387834534	-0.2856016789165764	-0.6436680525902337	-0.807837238022369	-0.6954234063434215	-0.7197186684614315	-0.13789778441106	-1.0594164734027016	-0.7402705211771938
